Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity Strap_1	LFQ intensity Strap_2	LFQ intensity Strap_3
Q9UPN3;Q9UPN3-4;Q9UPN3-3;Q9UPN3-2;Q9UPN3-5	Q9UPN3;Q9UPN3-4;Q9UPN3-3;Q9UPN3-2;Q9UPN3-5	MACF1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	sp|Q9UPN3|MACF1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4;sp|Q9UPN3-4|MACF1_HUMAN Isoform 5 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1;sp|						
Q9UPN7	Q9UPN7	PPP6R1	Serine/threonine-protein phosphatase 6 regulatory subunit 1	sp|Q9UPN7|PP6R1_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP6R1 PE=1 SV=5						
Q9UPQ0-9;Q9UPQ0-8;Q9UPQ0-6;Q9UPQ0-5;Q9UPQ0-10;Q9UPQ0-2;Q9UPQ0-4;Q9UPQ0;Q9UPQ0-3	Q9UPQ0-9;Q9UPQ0-8;Q9UPQ0-6;Q9UPQ0-5;Q9UPQ0-10;Q9UPQ0-2;Q9UPQ0-4;Q9UPQ0;Q9UPQ0-3	LIMCH1	LIM and calponin homology domains-containing protein 1	sp|Q9UPQ0-9|LIMC1_HUMAN Isoform 9 of LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1;sp|Q9UPQ0-8|LIMC1_HUMAN Isoform 8 of LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1;sp|Q						
Q9UPT8	Q9UPT8	ZC3H4	Zinc finger CCCH domain-containing protein 4	sp|Q9UPT8|ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=3						
Q9UQ35;Q9UQ35-2;Q9UQ35-3	Q9UQ35	SRRM2	Serine/arginine repetitive matrix protein 2	sp|Q9UQ35|SRRM2_HUMAN Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2				64220000.0	73634000.0	87381000.0
Q9UQ80;Q9UQ80-2	Q9UQ80;Q9UQ80-2	PA2G4	Proliferation-associated protein 2G4	sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3;sp|Q9UQ80-2|PA2G4_HUMAN Isoform 2 of Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4				1565700000.0	1356700000.0	1332900000.0
Q9UQE7	Q9UQE7	SMC3	Structural maintenance of chromosomes protein 3	sp|Q9UQE7|SMC3_HUMAN Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2				42283000.0		63360000.0
Q9Y221-2;Q9Y221	Q9Y221-2;Q9Y221	NIP7	60S ribosome subunit biogenesis protein NIP7 homolog	sp|Q9Y221-2|NIP7_HUMAN Isoform 2 of 60S ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens OX=9606 GN=NIP7;sp|Q9Y221|NIP7_HUMAN 60S ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens OX=9606 GN=NIP7 PE=1 SV=1						
Q9Y224	Q9Y224	C14orf166	UPF0568 protein C14orf166	sp|Q9Y224|RTRAF_HUMAN RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1					43108000.0	65227000.0
Q9Y230;Q9Y230-2	Q9Y230;Q9Y230-2	RUVBL2	RuvB-like 2	sp|Q9Y230|RUVB2_HUMAN RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3;sp|Q9Y230-2|RUVB2_HUMAN Isoform 2 of RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2				443490000.0	505840000.0	451400000.0
Q9Y232-2;Q9Y232-3;Q9Y232-4;Q9Y232	Q9Y232-2;Q9Y232-3;Q9Y232-4;Q9Y232	CDYL	Chromodomain Y-like protein	sp|Q9Y232-2|CDYL_HUMAN Isoform 2 of Chromodomain Y-like protein OS=Homo sapiens OX=9606 GN=CDYL;sp|Q9Y232-3|CDYL_HUMAN Isoform 3 of Chromodomain Y-like protein OS=Homo sapiens OX=9606 GN=CDYL;sp|Q9Y232-4|CDYL_HUMAN Isoform 4 of Chromodomain Y-like protein 						
Q9Y237;Q9Y237-3;Q9Y237-2	Q9Y237;Q9Y237-3;Q9Y237-2	PIN4	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	sp|Q9Y237|PIN4_HUMAN Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens OX=9606 GN=PIN4 PE=1 SV=1;sp|Q9Y237-3|PIN4_HUMAN Isoform 3 of Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens OX=9606 GN=PIN4;sp|Q9Y237-2|PIN						
Q9Y241	Q9Y241	HIGD1A	HIG1 domain family member 1A, mitochondrial	sp|Q9Y241|HIG1A_HUMAN HIG1 domain family member 1A, mitochondrial OS=Homo sapiens OX=9606 GN=HIGD1A PE=1 SV=1						
Q9Y262;Q9Y262-2	Q9Y262;Q9Y262-2	EIF3L	Eukaryotic translation initiation factor 3 subunit L	sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;sp|Q9Y262-2|EIF3L_HUMAN Isoform 2 of Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L				358690000.0	362650000.0	347120000.0
Q9Y263	Q9Y263	PLAA	Phospholipase A-2-activating protein	sp|Q9Y263|PLAP_HUMAN Phospholipase A-2-activating protein OS=Homo sapiens OX=9606 GN=PLAA PE=1 SV=2						
Q9Y265;Q9Y265-2	Q9Y265;Q9Y265-2	RUVBL1	RuvB-like 1	sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1;sp|Q9Y265-2|RUVB1_HUMAN Isoform 2 of RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1				297470000.0	413510000.0	390460000.0
Q9Y266	Q9Y266	NUDC	Nuclear migration protein nudC	sp|Q9Y266|NUDC_HUMAN Nuclear migration protein nudC OS=Homo sapiens OX=9606 GN=NUDC PE=1 SV=1				190560000.0	167390000.0	159780000.0
Q9Y277;Q9Y277-2	Q9Y277;Q9Y277-2	VDAC3	Voltage-dependent anion-selective channel protein 3	sp|Q9Y277|VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1;sp|Q9Y277-2|VDAC3_HUMAN Isoform 2 of Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3				144770000.0	113220000.0	123540000.0
Q9Y281;Q9Y281-3	Q9Y281;Q9Y281-3	CFL2	Cofilin-2	sp|Q9Y281|COF2_HUMAN Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1;sp|Q9Y281-3|COF2_HUMAN Isoform 3 of Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2				19685000.0		
Q9Y282-3;Q9Y282;Q9Y282-2	Q9Y282-3;Q9Y282	ERGIC3	Endoplasmic reticulum-Golgi intermediate compartment protein 3	sp|Q9Y282-3|ERGI3_HUMAN Isoform 3 of Endoplasmic reticulum-Golgi intermediate compartment protein 3 OS=Homo sapiens OX=9606 GN=ERGIC3;sp|Q9Y282|ERGI3_HUMAN Endoplasmic reticulum-Golgi intermediate compartment protein 3 OS=Homo sapiens OX=9606 GN=ERGIC3 PE=						
Q9Y285;Q9Y285-2	Q9Y285;Q9Y285-2	FARSA	Phenylalanine--tRNA ligase alpha subunit	sp|Q9Y285|SYFA_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3;sp|Q9Y285-2|SYFA_HUMAN Isoform 2 of Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA				90245000.0	80848000.0	89755000.0
Q9Y295	Q9Y295	DRG1	Developmentally-regulated GTP-binding protein 1	sp|Q9Y295|DRG1_HUMAN Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1					32648000.0	31895000.0
Q9Y2A7;Q9Y2A7-2	Q9Y2A7;Q9Y2A7-2	NCKAP1	Nck-associated protein 1	sp|Q9Y2A7|NCKP1_HUMAN Nck-associated protein 1 OS=Homo sapiens OX=9606 GN=NCKAP1 PE=1 SV=1;sp|Q9Y2A7-2|NCKP1_HUMAN Isoform 2 of Nck-associated protein 1 OS=Homo sapiens OX=9606 GN=NCKAP1						
Q9Y2B0;Q9Y2B0-2	Q9Y2B0	CNPY2	Protein canopy homolog 2	sp|Q9Y2B0|CNPY2_HUMAN Protein canopy homolog 2 OS=Homo sapiens OX=9606 GN=CNPY2 PE=1 SV=1				121720000.0	124290000.0	97071000.0
Q9Y2J2-2;Q9Y2J2-4;Q9Y2J2;Q9Y2J2-3	Q9Y2J2-2;Q9Y2J2-4;Q9Y2J2;Q9Y2J2-3	EPB41L3	Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed	sp|Q9Y2J2-2|E41L3_HUMAN Isoform 2 of Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3;sp|Q9Y2J2-4|E41L3_HUMAN Isoform 4 of Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3;sp|Q9Y2J2|E41L3_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX						
Q9Y2L1;Q9Y2L1-2	Q9Y2L1;Q9Y2L1-2	DIS3	Exosome complex exonuclease RRP44	sp|Q9Y2L1|RRP44_HUMAN Exosome complex exonuclease RRP44 OS=Homo sapiens OX=9606 GN=DIS3 PE=1 SV=2;sp|Q9Y2L1-2|RRP44_HUMAN Isoform 2 of Exosome complex exonuclease RRP44 OS=Homo sapiens OX=9606 GN=DIS3						
Q9Y2P8;Q9Y2P8-2	Q9Y2P8	RCL1	RNA 3-terminal phosphate cyclase-like protein	sp|Q9Y2P8|RCL1_HUMAN RNA 3-terminal phosphate cyclase-like protein OS=Homo sapiens OX=9606 GN=RCL1 PE=1 SV=3					10983000.0	
Q9Y2Q3;Q9Y2Q3-3;Q9Y2Q3-2;Q9Y2Q3-4	Q9Y2Q3;Q9Y2Q3-3;Q9Y2Q3-2;Q9Y2Q3-4	GSTK1	Glutathione S-transferase kappa 1	sp|Q9Y2Q3|GSTK1_HUMAN Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3;sp|Q9Y2Q3-3|GSTK1_HUMAN Isoform 3 of Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1;sp|Q9Y2Q3-2|GSTK1_HUMAN Isoform 2 of Glutathione S-tr				94596000.0	59631000.0	96922000.0
Q9Y2Q9	Q9Y2Q9	MRPS28	28S ribosomal protein S28, mitochondrial	sp|Q9Y2Q9|RT28_HUMAN 28S ribosomal protein S28, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS28 PE=1 SV=1						
Q9Y2R0	Q9Y2R0	COA3	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial	sp|Q9Y2R0|COA3_HUMAN Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=COA3 PE=1 SV=1						
Q9Y2R4	Q9Y2R4	DDX52	Probable ATP-dependent RNA helicase DDX52	sp|Q9Y2R4|DDX52_HUMAN Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens OX=9606 GN=DDX52 PE=1 SV=3						17574000.0
Q9Y2R5	Q9Y2R5	MRPS17	28S ribosomal protein S17, mitochondrial	sp|Q9Y2R5|RT17_HUMAN 28S ribosomal protein S17, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS17 PE=1 SV=1						21807000.0
Q9Y2R9	Q9Y2R9	MRPS7	28S ribosomal protein S7, mitochondrial	sp|Q9Y2R9|RT07_HUMAN 28S ribosomal protein S7, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS7 PE=1 SV=2					20468000.0	
Q9Y2S6	Q9Y2S6	TMA7	Translation machinery-associated protein 7	sp|Q9Y2S6|TMA7_HUMAN Translation machinery-associated protein 7 OS=Homo sapiens OX=9606 GN=TMA7 PE=1 SV=1				102340000.0	46509000.0	54971000.0
Q9Y2S7	Q9Y2S7	POLDIP2	Polymerase delta-interacting protein 2	sp|Q9Y2S7|PDIP2_HUMAN Polymerase delta-interacting protein 2 OS=Homo sapiens OX=9606 GN=POLDIP2 PE=1 SV=1					11487000.0	
Q9Y2T2	Q9Y2T2	AP3M1	AP-3 complex subunit mu-1	sp|Q9Y2T2|AP3M1_HUMAN AP-3 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP3M1 PE=1 SV=1						
Q9Y2T3-3;Q9Y2T3;Q9Y2T3-2	Q9Y2T3-3;Q9Y2T3;Q9Y2T3-2	GDA	Guanine deaminase	sp|Q9Y2T3-3|GUAD_HUMAN Isoform 3 of Guanine deaminase OS=Homo sapiens OX=9606 GN=GDA;sp|Q9Y2T3|GUAD_HUMAN Guanine deaminase OS=Homo sapiens OX=9606 GN=GDA PE=1 SV=1;sp|Q9Y2T3-2|GUAD_HUMAN Isoform 2 of Guanine deaminase OS=Homo sapiens OX=9606 GN=GDA						60386000.0
Q9Y2V2	Q9Y2V2	CARHSP1	Calcium-regulated heat stable protein 1	sp|Q9Y2V2|CHSP1_HUMAN Calcium-regulated heat-stable protein 1 OS=Homo sapiens OX=9606 GN=CARHSP1 PE=1 SV=2						
Q9Y2W1	Q9Y2W1	THRAP3	Thyroid hormone receptor-associated protein 3	sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2				201080000.0	167370000.0	168750000.0
Q9Y2W2	Q9Y2W2	WBP11	WW domain-binding protein 11	sp|Q9Y2W2|WBP11_HUMAN WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1					25163000.0	
Q9Y2X3	Q9Y2X3	NOP58	Nucleolar protein 58	sp|Q9Y2X3|NOP58_HUMAN Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1				154230000.0	192950000.0	133740000.0
Q9Y2Z0-2;Q9Y2Z0	Q9Y2Z0-2;Q9Y2Z0	SUGT1	Suppressor of G2 allele of SKP1 homolog	sp|Q9Y2Z0-2|SGT1_HUMAN Isoform 2 of Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1;sp|Q9Y2Z0|SGT1_HUMAN Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3						
Q9Y2Z4	Q9Y2Z4	YARS2	Tyrosine--tRNA ligase, mitochondrial	sp|Q9Y2Z4|SYYM_HUMAN Tyrosine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=YARS2 PE=1 SV=2					11164000.0	
Q9Y305-3;Q9Y305-2;Q9Y305;Q9Y305-4	Q9Y305-3;Q9Y305-2;Q9Y305;Q9Y305-4	ACOT9	Acyl-coenzyme A thioesterase 9, mitochondrial	sp|Q9Y305-3|ACOT9_HUMAN Isoform 3 of Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9;sp|Q9Y305-2|ACOT9_HUMAN Isoform 2 of Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9;sp|Q9Y305|ACOT9_HUMAN Ac						
Q9Y316-3;Q9Y316;Q9Y316-2	Q9Y316-3;Q9Y316;Q9Y316-2	MEMO1	Protein MEMO1	sp|Q9Y316-3|MEMO1_HUMAN Isoform 3 of Protein MEMO1 OS=Homo sapiens OX=9606 GN=MEMO1;sp|Q9Y316|MEMO1_HUMAN Protein MEMO1 OS=Homo sapiens OX=9606 GN=MEMO1 PE=1 SV=1;sp|Q9Y316-2|MEMO1_HUMAN Isoform 2 of Protein MEMO1 OS=Homo sapiens OX=9606 GN=MEMO1						
Q9Y324	Q9Y324	FCF1	rRNA-processing protein FCF1 homolog	sp|Q9Y324|FCF1_HUMAN rRNA-processing protein FCF1 homolog OS=Homo sapiens OX=9606 GN=FCF1 PE=2 SV=1						5784600.0
Q9Y333	Q9Y333	LSM2	U6 snRNA-associated Sm-like protein LSm2	sp|Q9Y333|LSM2_HUMAN U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1				37822000.0	55026000.0	48941000.0
Q9Y371;Q9Y371-2;Q9Y371-3;Q9NR46;Q9NR46-2	Q9Y371;Q9Y371-2	SH3GLB1	Endophilin-B1	sp|Q9Y371|SHLB1_HUMAN Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1 PE=1 SV=1;sp|Q9Y371-2|SHLB1_HUMAN Isoform 2 of Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1						25423000.0
Q9Y383;Q96HJ9-2;Q9Y383-3;Q9Y383-2	Q9Y383;Q96HJ9-2;Q9Y383-3;Q9Y383-2	LUC7L2	Putative RNA-binding protein Luc7-like 2	sp|Q9Y383|LC7L2_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2;sp|Q96HJ9-2|FMC1_HUMAN Isoform 2 of Protein FMC1 homolog OS=Homo sapiens OX=9606 GN=FMC1;sp|Q9Y383-3|LC7L2_HUMAN Isoform 3 of Putative RNA-binding pr				64016000.0	63299000.0	75057000.0
Q9Y394-2;Q9Y394	Q9Y394-2;Q9Y394	DHRS7	Dehydrogenase/reductase SDR family member 7	sp|Q9Y394-2|DHRS7_HUMAN Isoform 2 of Dehydrogenase/reductase SDR family member 7 OS=Homo sapiens OX=9606 GN=DHRS7;sp|Q9Y394|DHRS7_HUMAN Dehydrogenase/reductase SDR family member 7 OS=Homo sapiens OX=9606 GN=DHRS7 PE=1 SV=1						
Q9Y399	Q9Y399	MRPS2	28S ribosomal protein S2, mitochondrial	sp|Q9Y399|RT02_HUMAN 28S ribosomal protein S2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS2 PE=1 SV=1					6660700.0	
Q9Y3A4	Q9Y3A4	RRP7A	Ribosomal RNA-processing protein 7 homolog A	sp|Q9Y3A4|RRP7A_HUMAN Ribosomal RNA-processing protein 7 homolog A OS=Homo sapiens OX=9606 GN=RRP7A PE=1 SV=2						5700000.0
Q9Y3A5	Q9Y3A5	SBDS	Ribosome maturation protein SBDS	sp|Q9Y3A5|SBDS_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4				66682000.0	60699000.0	70025000.0
Q9Y3A6;Q9Y3A6-2	Q9Y3A6	TMED5	Transmembrane emp24 domain-containing protein 5	sp|Q9Y3A6|TMED5_HUMAN Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TMED5 PE=1 SV=1						
Q9Y3B2	Q9Y3B2	EXOSC1	Exosome complex component CSL4	sp|Q9Y3B2|EXOS1_HUMAN Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1						
Q9Y3B4	Q9Y3B4	SF3B6	Splicing factor 3B subunit 6	sp|Q9Y3B4|SF3B6_HUMAN Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1						31146000.0
Q9Y3B7-2;Q9Y3B7;Q9Y3B7-3	Q9Y3B7-2;Q9Y3B7;Q9Y3B7-3	MRPL11	39S ribosomal protein L11, mitochondrial	sp|Q9Y3B7-2|RM11_HUMAN Isoform 2 of 39S ribosomal protein L11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL11;sp|Q9Y3B7|RM11_HUMAN 39S ribosomal protein L11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL11 PE=1 SV=1;sp|Q9Y3B7-3|RM11_HUMAN Isoform 3 of 39S				6918300.0		
Q9Y3B8-3;Q9Y3B8-2;Q9Y3B8	Q9Y3B8-3;Q9Y3B8-2;Q9Y3B8	REXO2	Oligoribonuclease, mitochondrial	sp|Q9Y3B8-3|ORN_HUMAN Isoform 3 of Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2;sp|Q9Y3B8-2|ORN_HUMAN Isoform 2 of Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2;sp|Q9Y3B8|ORN_HUMAN Oligoribonuclease, mitochondrial O						
Q9Y3B9	Q9Y3B9	RRP15	RRP15-like protein	sp|Q9Y3B9|RRP15_HUMAN RRP15-like protein OS=Homo sapiens OX=9606 GN=RRP15 PE=1 SV=2						
Q9Y3C1;Q9Y3C1-3;Q9Y3C1-2	Q9Y3C1;Q9Y3C1-3;Q9Y3C1-2	NOP16	Nucleolar protein 16	sp|Q9Y3C1|NOP16_HUMAN Nucleolar protein 16 OS=Homo sapiens OX=9606 GN=NOP16 PE=1 SV=2;sp|Q9Y3C1-3|NOP16_HUMAN Isoform 3 of Nucleolar protein 16 OS=Homo sapiens OX=9606 GN=NOP16;sp|Q9Y3C1-2|NOP16_HUMAN Isoform 2 of Nucleolar protein 16 OS=Homo sapiens OX=96						
Q9Y3C6	Q9Y3C6	PPIL1	Peptidyl-prolyl cis-trans isomerase-like 1	sp|Q9Y3C6|PPIL1_HUMAN Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens OX=9606 GN=PPIL1 PE=1 SV=1						
Q9Y3C7	Q9Y3C7	MED31	Mediator of RNA polymerase II transcription subunit 31	sp|Q9Y3C7|MED31_HUMAN Mediator of RNA polymerase II transcription subunit 31 OS=Homo sapiens OX=9606 GN=MED31 PE=1 SV=1						
Q9Y3D6	Q9Y3D6	FIS1	Mitochondrial fission 1 protein	sp|Q9Y3D6|FIS1_HUMAN Mitochondrial fission 1 protein OS=Homo sapiens OX=9606 GN=FIS1 PE=1 SV=2						
Q9Y3D8	Q9Y3D8	AK6	Adenylate kinase isoenzyme 6	sp|Q9Y3D8|KAD6_HUMAN Adenylate kinase isoenzyme 6 OS=Homo sapiens OX=9606 GN=AK6 PE=1 SV=1						6064900.0
Q9Y3D9	Q9Y3D9	MRPS23	28S ribosomal protein S23, mitochondrial	sp|Q9Y3D9|RT23_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=2						
Q9Y3E0	Q9Y3E0	GOLT1B	Vesicle transport protein GOT1B	sp|Q9Y3E0|GOT1B_HUMAN Vesicle transport protein GOT1B OS=Homo sapiens OX=9606 GN=GOLT1B PE=1 SV=1						22369000.0
Q9Y3E5	Q9Y3E5	PTRH2	Peptidyl-tRNA hydrolase 2, mitochondrial	sp|Q9Y3E5|PTH2_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1					42003000.0	39681000.0
Q9Y3F4;Q9Y3F4-2	Q9Y3F4;Q9Y3F4-2	STRAP	Serine-threonine kinase receptor-associated protein	sp|Q9Y3F4|STRAP_HUMAN Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1;sp|Q9Y3F4-2|STRAP_HUMAN Isoform 2 of Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP				416760000.0	422240000.0	340870000.0
Q9Y3I0	Q9Y3I0	RTCB	tRNA-splicing ligase RtcB homolog	sp|Q9Y3I0|RTCB_HUMAN tRNA-splicing ligase RtcB homolog OS=Homo sapiens OX=9606 GN=RTCB PE=1 SV=1				115910000.0	129150000.0	157070000.0
Q9Y3L5;P61225;P10114	Q9Y3L5;P61225;P10114	RAP2C;RAP2B;RAP2A	Ras-related protein Rap-2c;Ras-related protein Rap-2b;Ras-related protein Rap-2a	sp|Q9Y3L5|RAP2C_HUMAN Ras-related protein Rap-2c OS=Homo sapiens OX=9606 GN=RAP2C PE=1 SV=1;sp|P61225|RAP2B_HUMAN Ras-related protein Rap-2b OS=Homo sapiens OX=9606 GN=RAP2B PE=1 SV=1;sp|P10114|RAP2A_HUMAN Ras-related protein Rap-2a OS=Homo sapiens OX=9606					12283000.0	
Q9Y3T9	Q9Y3T9	NOC2L	Nucleolar complex protein 2 homolog	sp|Q9Y3T9|NOC2L_HUMAN Nucleolar complex protein 2 homolog OS=Homo sapiens OX=9606 GN=NOC2L PE=1 SV=4				47044000.0		
Q9Y3U8	Q9Y3U8	RPL36	60S ribosomal protein L36	sp|Q9Y3U8|RL36_HUMAN 60S ribosomal protein L36 OS=Homo sapiens OX=9606 GN=RPL36 PE=1 SV=3				305050000.0	272170000.0	260260000.0
Q9Y3Y2-4;Q9Y3Y2;Q9Y3Y2-3	Q9Y3Y2-4;Q9Y3Y2;Q9Y3Y2-3	CHTOP	Chromatin target of PRMT1 protein	sp|Q9Y3Y2-4|CHTOP_HUMAN Isoform 3 of Chromatin target of PRMT1 protein OS=Homo sapiens OX=9606 GN=CHTOP;sp|Q9Y3Y2|CHTOP_HUMAN Chromatin target of PRMT1 protein OS=Homo sapiens OX=9606 GN=CHTOP PE=1 SV=2;sp|Q9Y3Y2-3|CHTOP_HUMAN Isoform 2 of Chromatin target				68901000.0		
Q9Y3Z3-3;Q9Y3Z3-4;Q9Y3Z3	Q9Y3Z3-3;Q9Y3Z3-4;Q9Y3Z3	SAMHD1	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	sp|Q9Y3Z3-3|SAMH1_HUMAN Isoform 3 of Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens OX=9606 GN=SAMHD1;sp|Q9Y3Z3-4|SAMH1_HUMAN Isoform 4 of Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens OX=9606 GN=SAMHD1;sp						
Q9Y446;Q9Y446-2	Q9Y446;Q9Y446-2	PKP3	Plakophilin-3	sp|Q9Y446|PKP3_HUMAN Plakophilin-3 OS=Homo sapiens OX=9606 GN=PKP3 PE=1 SV=1;sp|Q9Y446-2|PKP3_HUMAN Isoform PKP3b of Plakophilin-3 OS=Homo sapiens OX=9606 GN=PKP3				9503100.0		
Q9Y450-4;Q9Y450	Q9Y450-4;Q9Y450	HBS1L	HBS1-like protein	sp|Q9Y450-4|HBS1L_HUMAN Isoform 3 of HBS1-like protein OS=Homo sapiens OX=9606 GN=HBS1L;sp|Q9Y450|HBS1L_HUMAN HBS1-like protein OS=Homo sapiens OX=9606 GN=HBS1L PE=1 SV=1						8360600.0
Q9Y490;Q9Y4G6	Q9Y490	TLN1	Talin-1	sp|Q9Y490|TLN1_HUMAN Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3				444590000.0	535790000.0	677410000.0
